Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),Energy Added Heat Pump (Btu/min)
3635,1,68,40,98,-88,-481,0,1490,1490,1.7891,921,158.5,13.208333333333334,832.8209714381533,8792159.999999998,298.1841921677351
3640,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3645,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3650,-1,68,40,103,-103,522,0,1480,1480,1.7766,1899,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3655,10,68,40,106,-111,-5478,0,1474,1474,1.7691,-4115,158.5,13.208333333333334,833.1920185405008,8792159.999999998,294.8508492336595
3660,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3665,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3670,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3675,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
3680,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
3685,2,68,40,109,-120,-1145,0,1468,1468,1.7616,203,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
3690,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
3695,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
3700,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
3705,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
3710,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
3715,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
3720,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
3725,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
3730,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
3735,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
3740,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
3745,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
3750,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
3755,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
3760,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
3765,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
3770,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
3775,-2,68,40,131,-185,1510,0,0,0,1.7066,1325,5.0,0.4166666666666667,0.0,0.0,0.0
3780,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
3785,2,68,40,132,-188,-1527,0,0,0,1.7041,-1715,5.0,0.4166666666666667,0.0,0.0,0.0
3790,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
3795,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
3800,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
3805,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
3810,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
3815,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
3820,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
3825,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
3830,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
3835,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
3840,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
3845,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
3850,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
3855,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
3860,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
3865,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
3870,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
3875,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
3880,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
3885,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
3890,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
3895,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
3900,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
3905,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
3910,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
3915,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
3920,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
3925,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
3930,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
3935,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
3940,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3945,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3950,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3955,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
3960,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
3965,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
3970,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
3975,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
3980,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
3985,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
3990,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
3995,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
4000,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
4005,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
4010,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
4015,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
4020,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
4025,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
4030,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
4035,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
4040,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
4045,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
4050,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
4055,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
4060,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
4065,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
4070,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
4075,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
4080,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
4085,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
4090,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
4095,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
4100,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
4105,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
4110,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
4115,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
4120,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
4125,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
4130,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
4135,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
4140,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
4145,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
4150,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
4155,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
4160,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
4165,-1,68,40,108,-117,564,0,0,0,1.7641,447,5.0,0.4166666666666667,0.0,0.0,0.0
4170,1,68,40,108,-117,-564,0,0,0,1.7641,-681,5.0,0.4166666666666667,0.0,0.0,0.0
4175,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
4180,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
4185,-1,68,40,104,-105,531,0,0,0,1.7741,426,5.0,0.4166666666666667,0.0,0.0,0.0
4190,1,68,40,104,-105,-531,0,0,0,1.7741,-636,5.0,0.4166666666666667,0.0,0.0,0.0
4195,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
4200,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
4205,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
4210,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
4215,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
4220,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
4225,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
4230,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
4235,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
4240,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
4245,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
4250,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
4255,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
4260,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
4265,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
4270,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
4275,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
4280,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
4285,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
4290,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
4295,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
4300,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
4305,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
4310,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
4315,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
4320,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
4325,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
4330,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
4335,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
4340,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
4345,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
4350,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
4355,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
4360,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
4365,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
4370,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
4375,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
4380,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
4385,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
4390,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
4395,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
4400,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
4405,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
4410,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
4415,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
4420,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
4425,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
4430,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
4435,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
4440,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
4445,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
4450,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
4455,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
4460,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
4465,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
4470,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
4475,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
4480,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
4485,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
4490,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
4495,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
4500,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
4505,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
4510,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
4515,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
4520,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
4525,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
4530,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
4535,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
4540,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
4545,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
4550,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
4555,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
4560,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
4565,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
4570,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
4575,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
4580,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
4585,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
4590,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
4595,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
4600,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
4605,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
4610,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
4615,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
4620,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
4625,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
4630,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
4635,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
4640,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
4645,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
4650,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
4655,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
4660,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
4665,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
4670,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
4675,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
4680,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
4685,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
4690,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
4695,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
4700,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
4705,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
4710,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
4715,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
4720,1,68,40,105,-108,-539,0,0,0,1.7716,-647,5.0,0.4166666666666667,0.0,0.0,0.0
4725,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
4730,4,68,40,102,-100,-2058,0,0,0,1.7791000000000001,-2158,5.0,0.4166666666666667,0.0,0.0,0.0
4735,0,68,40,98,-88,0,0,1490,1490,1.7891,1402,158.5,13.208333333333334,832.8209714381533,8792159.999999998,298.1841921677351
4740,0,68,40,100,-94,0,0,1486,1486,1.7841,1392,158.5,13.208333333333334,832.912953309792,8792159.999999998,297.3508564342162
4745,0,68,40,102,-100,0,0,1482,1482,1.7791000000000001,1382,158.5,13.208333333333334,833.00545219493,8792159.999999998,296.51752070069733
4750,0,68,40,104,-105,0,0,1478,1478,1.7741,1373,158.5,13.208333333333334,833.0984724649118,8792159.999999998,295.6841849671784
4755,0,68,40,106,-111,0,0,1474,1474,1.7691,1363,158.5,13.208333333333334,833.1920185405008,8792159.999999998,294.8508492336595
4760,0,68,40,108,-117,0,0,1470,1470,1.7641,1353,158.5,13.208333333333334,833.2860948925797,8792159.999999998,294.01751350014064
4765,0,68,40,110,-123,0,0,1465,1465,1.7591,1342,158.5,13.208333333333334,832.8122335285088,8792159.999999998,293.1841777666217
4770,-1,68,40,112,-129,597,0,1461,1461,1.7541,1929,158.5,13.208333333333334,832.9057636394732,8792159.999999998,292.35084203310277
