Time (min),Hot Water Draw Volume (gal),Inlet Water Temperature (deg F),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Timestep (min)
2140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2490,0.16781528592,48.9325,68,0,0,0,0,0,0,0,0,5
2495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2520,0.45236013192,48.9325,68,0,0,0,0,0,0,0,0,5
2525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2845,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2850,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2915,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2990,0.0,0.0,68,0,0,0,0,0,0,0,0,5
2995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3010,1.258283920608,48.8645,68,0,0,0,0,0,0,0,0,5
3015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3100,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3105,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3110,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3125,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3135,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3340,0.20610979948799998,48.8645,68,0,0,0,0,0,0,0,0,5
3345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3395,0.04295196979200001,48.8645,68,0,0,0,0,0,0,0,0,5
3400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3410,0.03877608384,48.8645,68,0,0,0,0,0,0,0,0,5
3415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3465,-4.412686464000117,48.9095,68,0,0,0,0,0,0,0,0,5
3470,3.2446223999999995,48.9095,68,0,0,0,0,0,0,0,0,5
3475,9.924650997119913,48.9095,68,0,0,0,0,0,0,0,0,5
3480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3485,-1.7968650543359752,48.8645,68,0,0,0,0,0,0,0,0,5
3490,3.3397187305362723,48.8645,68,0,0,0,0,0,0,0,0,5
3495,0.48529760313600007,48.8645,68,0,0,0,0,0,0,0,0,5
3500,-1.3749706972108664,48.9095,68,0,0,0,0,0,0,0,0,5
3505,0.7338538943999999,48.9095,68,0,0,0,0,0,0,0,0,5
3510,2.191728041015039,48.9095,68,0,0,0,0,0,0,0,0,5
3515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3520,0.07581211653312,48.8645,68,0,0,0,0,0,0,0,0,5
3525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3575,0.15458234961599998,48.8645,68,0,0,0,0,0,0,0,0,5
3580,-11.209345239927469,48.8645,68,0,0,0,0,0,0,0,0,5
3585,29.693169011420792,48.8645,68,0,0,0,0,0,0,0,0,5
3590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3610,0.030051464975999996,48.8645,68,0,0,0,0,0,0,0,0,5
3615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3640,0.382093564608,48.8645,68,0,0,0,0,0,0,0,0,5
3645,-2.3349076945919753,48.8645,68,0,0,0,0,0,0,0,0,5
3650,3.8735032649701924,48.8645,68,0,0,0,0,0,0,0,0,5
3655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3660,0.033861972291839994,48.8645,68,0,0,0,0,0,0,0,0,5
3665,-0.7952671964160133,48.9095,68,0,0,0,0,0,0,0,0,5
3670,0.7363585151999998,48.9095,68,0,0,0,0,0,0,0,0,5
3675,1.5806671887283454,48.9095,68,0,0,0,0,0,0,0,0,5
3680,0.07353616761216,48.8645,68,0,0,0,0,0,0,0,0,5
3685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3700,0.442345633344,48.8645,68,0,0,0,0,0,0,0,0,5
3705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3720,0.7903609858079998,48.8645,68,0,0,0,0,0,0,0,0,5
3725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3745,0.36091585728,48.8645,68,0,0,0,0,0,0,0,0,5
3750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3835,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3845,-18.553399017810225,48.8645,68,0,0,0,0,0,0,0,0,5
3850,31.718581737532205,48.8645,68,0,0,0,0,0,0,0,0,5
3855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3915,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3920,0.27918780364799994,48.8645,68,0,0,0,0,0,0,0,0,5
3925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3930,1.7954818205760001,48.8645,68,0,0,0,0,0,0,0,0,5
3935,0.49812353855999997,48.8645,68,0,0,0,0,0,0,0,0,5
3940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3945,0.794760579936,48.8645,68,0,0,0,0,0,0,0,0,5
3950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3955,0.04295196979200001,48.8645,68,0,0,0,0,0,0,0,0,5
3960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3965,0.553826874384,48.8645,68,0,0,0,0,0,0,0,0,5
3970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
3990,0.3048396744960001,48.8645,68,0,0,0,0,0,0,0,0,5
3995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4025,0.047276994528,48.8645,68,0,0,0,0,0,0,0,0,5
4030,0.6357040667999998,48.8645,68,0,0,0,0,0,0,0,0,5
4035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4040,0.48529760313600007,48.8645,68,0,0,0,0,0,0,0,0,5
4045,0.030051464975999996,48.8645,68,0,0,0,0,0,0,0,0,5
4050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4055,0.661355937648,48.8645,68,0,0,0,0,0,0,0,0,5
4060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4100,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4105,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4110,0.034376489712000004,48.8645,68,0,0,0,0,0,0,0,0,5
4115,0.416544623712,48.8645,68,0,0,0,0,0,0,0,0,5
4120,1.4945943238560002,48.8645,68,0,0,0,0,0,0,0,0,5
4125,0.9878953052160001,48.8645,68,0,0,0,0,0,0,0,0,5
4130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4135,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
4325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
