Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Tank Temperature (deg C),Time Step (min),Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu)
2600,0.0,68,40,135.85570921071488,-131.97398974247022,-0.0,0.0,0.0,0.0,0.0,57.69761622817493,5.0,-131.97398974247022,5.0,0.41666666666666663,0.0
2605,0.0,68,40,135.63791972277673,-131.55040640686744,-0.0,0.0,0.0,0.0,0.0,57.57662206820929,5.0,-131.55040640686744,5.0,0.41666666666666663,0.0
2610,0.0,68,40,135.4208292513489,-131.12818260311298,-0.0,0.0,0.0,0.0,0.0,57.456016250749386,5.0,-131.12818260311298,5.0,0.41666666666666663,0.0
2615,0.0,68,40,135.20443555287,-130.7073139676573,-0.0,0.0,0.0,0.0,0.0,57.335797529372215,5.0,-130.7073139676573,5.0,0.41666666666666663,0.0
2620,0.0,68,40,134.98873639097957,-130.28779615095615,-0.0,0.0,0.0,0.0,0.0,57.21596466165531,5.0,-130.28779615095615,5.0,0.41666666666666663,0.0
2625,0.0,68,40,134.773729536495,-129.8696248174256,-0.0,0.0,0.0,0.0,0.0,57.0965164091639,5.0,-129.8696248174256,5.0,0.41666666666666663,0.0
2630,0.0,68,40,134.55941276738847,-129.45279564539715,-0.0,0.0,0.0,0.0,0.0,56.977451537438036,5.0,-129.45279564539715,5.0,0.41666666666666663,0.0
2635,0.0,68,40,134.3457838687639,-129.0373043270731,-0.0,0.0,0.0,0.0,0.0,56.85876881597994,5.0,-129.0373043270731,5.0,0.41666666666666663,0.0
2640,0.0,68,40,134.13284063283422,-128.6231465684821,-0.0,0.0,0.0,0.0,0.0,56.74046701824123,5.0,-128.6231465684821,5.0,0.41666666666666663,0.0
2645,0.0,68,40,133.92058085889843,-128.2103180894347,-0.0,0.0,0.0,0.0,0.0,56.62254492161024,5.0,-128.2103180894347,5.0,0.41666666666666663,0.0
2650,0.0,68,40,133.70900235331888,-127.79881462347915,-0.0,0.0,0.0,0.0,0.0,56.505001307399375,5.0,-127.79881462347915,5.0,0.41666666666666663,0.0
2655,0.0,68,40,133.4981029294986,-127.38863191785715,-0.0,0.0,0.0,0.0,0.0,56.387834960832556,5.0,-127.38863191785715,5.0,0.41666666666666663,0.0
2660,0.0,68,40,133.28788040785878,-126.97976573346025,-0.0,0.0,0.0,0.0,0.0,56.271044671032655,5.0,-126.97976573346025,5.0,0.41666666666666663,0.0
2665,0.0,68,40,133.07833261581612,-126.57221184478573,-0.0,0.0,0.0,0.0,0.0,56.154629231008954,5.0,-126.57221184478573,5.0,0.41666666666666663,0.0
2670,0.0,68,40,132.86945738776046,-126.16596603989301,-0.0,0.0,0.0,0.0,0.0,56.0385874376447,5.0,-126.16596603989301,5.0,0.41666666666666663,0.0
2675,0.0,68,40,132.66125256503238,-125.76102412036018,-0.0,0.0,0.0,0.0,0.0,55.92291809168466,5.0,-125.76102412036018,5.0,0.41666666666666663,0.0
2680,0.0,68,40,132.45371599590086,-125.35738190124053,-0.0,0.0,0.0,0.0,0.0,55.8076199977227,5.0,-125.35738190124053,5.0,0.41666666666666663,0.0
2685,0.0,68,40,132.24684553554113,-124.95503521101942,-0.0,0.0,0.0,0.0,0.0,55.692691964189514,5.0,-124.95503521101942,5.0,0.41666666666666663,0.0
2690,0.0,68,40,132.04063904601236,-124.55397989157103,-0.0,0.0,0.0,0.0,0.0,55.578132803340196,5.0,-124.55397989157103,5.0,0.41666666666666663,0.0
2695,0.0,68,40,131.83509439623572,-124.1542117981155,-0.0,0.0,0.0,0.0,0.0,55.46394133124206,5.0,-124.1542117981155,5.0,0.41666666666666663,0.0
2700,0.16079573763899996,68,40,131.63020946197224,-123.75572679917592,-122.3043162189892,0.0,0.0,0.0,0.0,55.350116367762354,5.0,-246.06004301816512,5.0,0.41666666666666663,0.0
2705,0.0,68,40,131.22414997346596,-122.96597319709436,-0.0,0.0,0.0,0.0,0.0,55.12452776303664,5.0,-122.96597319709436,5.0,0.41666666666666663,0.0
2710,0.0,68,40,131.021225924654,-122.5713019653304,-0.0,0.0,0.0,0.0,0.0,55.01179218036334,5.0,-122.5713019653304,5.0,0.41666666666666663,0.0
2715,0.0,68,40,130.81895318028194,-122.17789746920992,-0.0,0.0,0.0,0.0,0.0,54.89941843348996,5.0,-122.17789746920992,5.0,0.41666666666666663,0.0
2720,0.0,68,40,130.61732964992493,-121.78575564302186,-0.0,0.0,0.0,0.0,0.0,54.7874053610694,5.0,-121.78575564302186,5.0,0.41666666666666663,0.0
2725,0.0,68,40,130.41635324986754,-121.39487243410441,-0.0,0.0,0.0,0.0,0.0,54.675751805481966,5.0,-121.39487243410441,5.0,0.41666666666666663,0.0
2730,0.0,68,40,130.21602190308224,-121.00524380280328,-0.0,0.0,0.0,0.0,0.0,54.56445661282346,5.0,-121.00524380280328,5.0,0.41666666666666663,0.0
2735,0.0,68,40,130.0163335392079,-120.61686572242972,-0.0,0.0,0.0,0.0,0.0,54.45351863289327,5.0,-120.61686572242972,5.0,0.41666666666666663,0.0
2740,0.0,68,40,129.81728609452844,-120.22973417921915,-0.0,0.0,0.0,0.0,0.0,54.34293671918247,5.0,-120.22973417921915,5.0,0.41666666666666663,0.0
2745,0.0,68,40,129.61887751195147,-119.84384517228949,-0.0,0.0,0.0,0.0,0.0,54.23270972886193,5.0,-119.84384517228949,5.0,0.41666666666666663,0.0
2750,0.0,68,40,129.42110574098703,-119.45919471359987,-0.0,0.0,0.0,0.0,0.0,54.12283652277057,5.0,-119.45919471359987,5.0,0.41666666666666663,0.0
2755,0.0,68,40,129.2239687377264,-119.07577882790945,-0.0,0.0,0.0,0.0,0.0,54.01331596540356,5.0,-119.07577882790945,5.0,0.41666666666666663,0.0
2760,0.0,68,40,129.02746446482104,-118.6935935527363,-0.0,0.0,0.0,0.0,0.0,53.90414692490057,5.0,-118.6935935527363,5.0,0.41666666666666663,0.0
2765,0.0,68,40,128.8315908914614,-118.31263493831649,-0.0,0.0,0.0,0.0,0.0,53.7953282730341,5.0,-118.31263493831649,5.0,0.41666666666666663,0.0
2770,0.0,68,40,128.636345993356,-117.93289904756315,-0.0,0.0,0.0,0.0,0.0,53.68685888519778,5.0,-117.93289904756315,5.0,0.41666666666666663,0.0
2775,0.0,68,40,128.44172775271065,-117.55438195602605,-0.0,0.0,0.0,0.0,0.0,53.578737640394806,5.0,-117.55438195602605,5.0,0.41666666666666663,0.0
2780,0.0,68,40,128.24773415820732,-117.17707975185067,-0.0,0.0,0.0,0.0,0.0,53.47096342122629,5.0,-117.17707975185067,5.0,0.41666666666666663,0.0
2785,0.0,68,40,128.0543632049836,-116.80098853573809,-0.0,0.0,0.0,0.0,0.0,53.36353511387977,5.0,-116.80098853573809,5.0,0.41666666666666663,0.0
2790,0.0,68,40,127.86161289461178,-116.42610442090445,-0.0,0.0,0.0,0.0,0.0,53.25645160811766,5.0,-116.42610442090445,5.0,0.41666666666666663,0.0
2795,0.0,68,40,127.66948123507841,-116.05242353304105,-0.0,0.0,0.0,0.0,0.0,53.14971179726578,5.0,-116.05242353304105,5.0,0.41666666666666663,0.0
2800,0.0,68,40,127.47796624076352,-115.67994201027403,-0.0,0.0,0.0,0.0,0.0,53.04331457820196,5.0,-115.67994201027403,5.0,0.41666666666666663,0.0
2805,0.0,68,40,127.28706593242023,-115.30865600312472,-0.0,0.0,0.0,0.0,0.0,52.93725885134457,5.0,-115.30865600312472,5.0,0.41666666666666663,0.0
2810,0.0,68,40,127.09677833715422,-114.93856167446961,-0.0,0.0,0.0,0.0,0.0,52.83154352064123,5.0,-114.93856167446961,5.0,0.41666666666666663,0.0
2815,0.0,68,40,126.90710148840337,-114.56965519950086,-0.0,0.0,0.0,0.0,0.0,52.726167493557426,5.0,-114.56965519950086,5.0,0.41666666666666663,0.0
2820,0.0,68,40,126.71803342591743,-114.20193276568672,-0.0,0.0,0.0,0.0,0.0,52.621129681065234,5.0,-114.20193276568672,5.0,0.41666666666666663,0.0
2825,0.0,68,40,126.52957219573776,-113.83539057273212,-0.0,0.0,0.0,0.0,0.0,52.51642899763208,5.0,-113.83539057273212,5.0,0.41666666666666663,0.0
2830,0.0,68,40,126.34171585017715,-113.47002483253942,-0.0,0.0,0.0,0.0,0.0,52.41206436120953,5.0,-113.47002483253942,5.0,0.41666666666666663,0.0
2835,0.0,68,40,126.15446244779969,-113.10583176916924,-0.0,0.0,0.0,0.0,0.0,52.30803469322205,5.0,-113.10583176916924,5.0,0.41666666666666663,0.0
2840,0.0,68,40,125.96781005340065,-112.74280761880142,-0.0,0.0,0.0,0.0,0.0,52.20433891855592,5.0,-112.74280761880142,5.0,0.41666666666666663,0.0
2845,0.0,68,40,125.7817567379866,-112.3809486296962,-0.0,0.0,0.0,0.0,0.0,52.10097596554811,5.0,-112.3809486296962,5.0,0.41666666666666663,0.0
2850,0.0,68,40,125.59630057875535,-112.02025106215538,-0.0,0.0,0.0,0.0,0.0,51.99794476597519,5.0,-112.02025106215538,5.0,0.41666666666666663,0.0
2855,0.0,68,40,125.41143965907612,-111.6607111884836,-0.0,0.0,0.0,0.0,0.0,51.895244255042286,5.0,-111.6607111884836,5.0,0.41666666666666663,0.0
2860,0.0,68,40,125.2271720684698,-111.30232529295,-0.0,0.0,0.0,0.0,0.0,51.79287337137211,5.0,-111.30232529295,5.0,0.41666666666666663,0.0
2865,0.0,68,40,125.0434959025891,-110.94508967174973,-0.0,0.0,0.0,0.0,0.0,51.69083105699394,5.0,-110.94508967174973,5.0,0.41666666666666663,0.0
2870,0.0,68,40,124.86040926319893,-110.58900063296554,-0.0,0.0,0.0,0.0,0.0,51.58911625733274,5.0,-110.58900063296554,5.0,0.41666666666666663,0.0
2875,0.0,68,40,124.67791025815677,-110.23405449652988,-0.0,0.0,0.0,0.0,0.0,51.48772792119821,5.0,-110.23405449652988,5.0,0.41666666666666663,0.0
2880,0.0,68,40,124.49599700139314,-109.88024759418671,-0.0,0.0,0.0,0.0,0.0,51.38666500077396,5.0,-109.88024759418671,5.0,0.41666666666666663,0.0
2885,0.0,68,40,124.31466761289202,-109.52757626945349,-0.0,0.0,0.0,0.0,0.0,51.28592645160668,5.0,-109.52757626945349,5.0,0.41666666666666663,0.0
2890,0.0,68,40,124.13392021867156,-109.1760368775837,-0.0,0.0,0.0,0.0,0.0,51.18551123259531,5.0,-109.1760368775837,5.0,0.41666666666666663,0.0
2895,0.0,68,40,123.95375295076458,-108.82562578552883,-0.0,0.0,915.8467051268713,915.8467051268713,1.7187287841586103,51.08541830598032,5.0,807.0210793413424,158.5,13.208333333333332,532.8628423333333
2900,0.0,68,40,125.28553588744786,-111.41583830661881,-0.0,0.0,914.0410206847404,914.0410206847404,1.7153401364641605,51.82529771524881,5.0,802.6251823781215,158.5,13.208333333333332,532.8628423333333
2905,0.0,68,40,126.6100645147743,-113.99194176953544,-0.0,0.0,912.2451719246741,912.2451719246741,1.7119699469568521,52.561146952652386,5.0,798.2532301551387,158.5,13.208333333333332,532.8628423333333
2910,0.0,68,40,127.92737834744466,-116.5540130272477,-0.0,0.0,910.4591052710643,910.4591052710643,1.7086181150937243,53.292987970802585,5.0,793.9050922438166,158.5,13.208333333333332,532.8628423333333
2915,0.0,68,40,129.23751668492056,-119.10212851410137,-0.0,0.0,908.6827674401331,908.6827674401331,1.7052845408794801,54.020842602733644,5.0,789.5806389260317,158.5,13.208333333333332,532.8628423333333
2920,0.0,68,40,130.54051861259686,-121.63636424809935,-0.0,0.0,906.9161054383425,906.9161054383425,1.7019691248635036,54.74473256255381,5.0,785.2797411902432,158.5,13.208333333333332,532.8628423333333
2925,0.0,68,40,131.83642300296765,-124.15679583316945,-0.0,0.0,905.159066560814,905.159066560814,1.6986717681368935,55.464679446093136,5.0,781.0022707276446,158.5,13.208333333333332,532.8628423333333
2930,0.0,68,40,133.12526851678604,-126.66349846141989,-0.0,0.0,903.4115983897561,903.4115983897561,1.6953923723295112,56.1807047315478,5.0,776.7480999283363,158.5,13.208333333333332,532.8628423333332
2935,0.0,68,40,134.40709360421747,-129.1565469153826,-0.0,0.0,901.6736487929006,901.6736487929006,1.6921308396070467,56.89282978012081,5.0,772.517101877518,158.5,13.208333333333332,532.8628423333333
2940,0.0,68,40,135.68193650598676,-131.63601557024404,-0.0,0.0,899.9451659219468,899.9451659219468,1.6888870726681005,57.601075836659305,5.0,768.3091503517028,158.5,13.208333333333332,532.8628423333333
2945,0.0,68,40,136.949835254519,-134.1019783960642,-0.0,0.0,0.0,0.0,0.0,58.305464030288334,5.0,-134.1019783960642,5.0,0.41666666666666663,0.0
2950,0.0,68,40,136.7285340627966,-133.67156507423636,-0.0,0.0,0.0,0.0,0.0,58.18251892377589,5.0,-133.67156507423636,5.0,0.41666666666666663,0.0
2955,0.0,68,40,136.50794315873878,-133.2425332057608,-0.0,0.0,0.0,0.0,0.0,58.059968421521546,5.0,-133.2425332057608,5.0,0.41666666666666663,0.0
2960,0.0,68,40,136.28806026260835,-132.81487835672888,-0.0,0.0,0.0,0.0,0.0,57.93781125700464,5.0,-132.81487835672888,5.0,0.41666666666666663,0.0
2965,0.0,68,40,136.06888310198508,-132.38859610746292,-0.0,0.0,0.0,0.0,0.0,57.816046167769485,5.0,-132.38859610746292,5.0,0.41666666666666663,0.0
2970,0.0,68,40,135.85040941174236,-131.96368205247077,-0.0,0.0,0.0,0.0,0.0,57.69467189541242,5.0,-131.96368205247077,5.0,0.41666666666666663,0.0
2975,0.0,68,40,135.63263693402368,-131.54013180040002,-0.0,0.0,0.0,0.0,0.0,57.57368718556871,5.0,-131.54013180040002,5.0,0.41666666666666663,0.0
2980,0.0,68,40,135.41556341821934,-131.11794097399275,-0.0,0.0,0.0,0.0,0.0,57.453090787899626,5.0,-131.11794097399275,5.0,0.41666666666666663,0.0
2985,0.0,68,40,135.1991866209432,-130.69710521004026,-0.0,0.0,0.0,0.0,0.0,57.33288145607956,5.0,-130.69710521004026,5.0,0.41666666666666663,0.0
2990,0.0,68,40,134.9835043060095,-130.27762015933803,-0.0,0.0,0.0,0.0,0.0,57.21305794778306,5.0,-130.27762015933803,5.0,0.41666666666666663,0.0
2995,0.0,68,40,134.76851424440974,-129.85948148664076,-0.0,0.0,0.0,0.0,0.0,57.09361902467208,5.0,-129.85948148664076,5.0,0.41666666666666663,0.0
3000,0.0,68,40,134.5542142142896,-129.44268487061746,-0.0,0.0,0.0,0.0,0.0,56.97456345238311,5.0,-129.44268487061746,5.0,0.41666666666666663,0.0
3005,0.0,68,40,134.34060200092603,-129.0272260038069,-0.0,0.0,0.0,0.0,0.0,56.85589000051446,5.0,-129.0272260038069,5.0,0.41666666666666663,0.0
3010,0.0,68,40,134.12767539670438,-128.61310059257312,-0.0,0.0,0.0,0.0,0.0,56.73759744261354,5.0,-128.61310059257312,5.0,0.41666666666666663,0.0
3015,0.0,68,40,133.9154322010955,-128.20030435706093,-0.0,0.0,0.0,0.0,0.0,56.619684556164174,5.0,-128.20030435706093,5.0,0.41666666666666663,0.0
3020,0.0,68,40,133.70387022063315,-127.78883303115181,-0.0,0.0,0.0,0.0,0.0,56.50215012257397,5.0,-127.78883303115181,5.0,0.41666666666666663,0.0
3025,0.0,68,40,133.4929872688911,-127.37868236241972,-0.0,0.0,0.0,0.0,0.0,56.384992927161726,5.0,-127.37868236241972,5.0,0.41666666666666663,0.0
3030,0.0,68,40,133.28278116646078,-126.96984811208719,-0.0,0.0,0.0,0.0,0.0,56.268211759144876,5.0,-126.96984811208719,5.0,0.41666666666666663,0.0
3035,0.0,68,40,133.07324974092856,-126.56232605498151,-0.0,0.0,0.0,0.0,0.0,56.151805411626974,5.0,-126.56232605498151,5.0,0.41666666666666663,0.0
3040,0.025386447551999997,68,40,132.86439082685342,-126.1561119794911,-19.56949950664028,0.0,0.0,0.0,0.0,56.035772681585236,5.0,-145.72561148613138,5.0,0.41666666666666663,0.0
3045,0.0,68,40,132.6239077864682,-125.68839147853105,-0.0,0.0,0.0,0.0,0.0,55.90217099248234,5.0,-125.68839147853105,5.0,0.41666666666666663,0.0
3050,0.0,68,40,132.41649107902992,-125.28498238092848,-0.0,0.0,0.0,0.0,0.0,55.78693948834996,5.0,-125.28498238092848,5.0,0.41666666666666663,0.0
3055,0.0,68,40,132.20974009565566,-124.88286806399827,-0.0,0.0,0.0,0.0,0.0,55.67207783091981,5.0,-124.88286806399827,5.0,0.41666666666666663,0.0
3060,0.0,68,40,132.0036526996394,-124.48204437201616,-0.0,0.0,0.0,0.0,0.0,55.55758483313299,5.0,-124.48204437201616,5.0,0.41666666666666663,0.0
3065,0.0,68,40,131.79822676113304,-124.08250716259599,-0.0,0.0,0.0,0.0,0.0,55.443459311740575,5.0,-124.08250716259599,5.0,0.41666666666666663,0.0
3070,0.0,68,40,131.5934601571245,-123.6842523066471,-0.0,0.0,0.0,0.0,0.0,55.329700087291386,5.0,-123.6842523066471,5.0,0.41666666666666663,0.0
3075,0.0,68,40,131.38935077141568,-123.28727568833148,-0.0,0.0,0.0,0.0,0.0,55.21630598411982,5.0,-123.28727568833148,5.0,0.41666666666666663,0.0
3080,0.0,68,40,131.18589649460063,-122.89157320502134,-0.0,0.0,0.0,0.0,0.0,55.10327583033368,5.0,-122.89157320502134,5.0,0.41666666666666663,0.0
3085,0.0,68,40,130.98309522404375,-122.49714076725667,-0.0,0.0,0.0,0.0,0.0,54.99060845780208,5.0,-122.49714076725667,5.0,0.41666666666666663,0.0
3090,0.0,68,40,130.78094486385802,-122.1039742987029,-0.0,0.0,0.0,0.0,0.0,54.878302702143344,5.0,-122.1039742987029,5.0,0.41666666666666663,0.0
3095,0.0,68,40,130.5794433248834,-121.71206973610896,-0.0,0.0,0.0,0.0,0.0,54.766357402713005,5.0,-121.71206973610896,5.0,0.41666666666666663,0.0
3100,0.0,68,40,130.37858852466525,-121.32142302926513,-0.0,0.0,0.0,0.0,0.0,54.654771402591805,5.0,-121.32142302926513,5.0,0.41666666666666663,0.0
3105,0.025386447551999997,68,40,130.17837838743267,-120.93203014096122,-19.003470713040805,0.0,0.0,0.0,0.0,54.54354354857371,5.0,-139.93550085400202,5.0,0.41666666666666663,0.0
3110,0.0,68,40,129.9474504512929,-120.48289356233198,-0.0,0.0,0.0,0.0,0.0,54.41525025071827,5.0,-120.48289356233198,5.0,0.41666666666666663,0.0
3115,0.0,68,40,129.74862409357308,-120.0961920157788,-0.0,0.0,0.0,0.0,0.0,54.304791163096155,5.0,-120.0961920157788,5.0,0.41666666666666663,0.0
3120,0.0,68,40,129.5504358883557,-119.7107316253905,-0.0,0.0,0.0,0.0,0.0,54.19468660464206,5.0,-119.7107316253905,5.0,0.41666666666666663,0.0
3125,0.0,68,40,129.3528837874283,-119.32650840755582,-0.0,0.0,0.0,0.0,0.0,54.084935437460175,5.0,-119.32650840755582,5.0,0.41666666666666663,0.0
3130,0.0,68,40,129.15596574915244,-118.94351839144935,-0.0,0.0,0.0,0.0,0.0,53.975536527306915,5.0,-118.94351839144935,5.0,0.41666666666666663,0.0
3135,0.0,68,40,128.95967973844242,-118.56175761899037,-0.0,0.0,0.0,0.0,0.0,53.86648874357912,5.0,-118.56175761899037,5.0,0.41666666666666663,0.0
3140,0.0,68,40,128.7640237267444,-118.181222144802,-0.0,0.0,0.0,0.0,0.0,53.75779095930244,5.0,-118.181222144802,5.0,0.41666666666666663,0.0
3145,0.0,68,40,128.5689956920154,-117.8019080361705,-0.0,0.0,0.0,0.0,0.0,53.649442051119664,5.0,-117.8019080361705,5.0,0.41666666666666663,0.0
3150,0.0,68,40,128.37459361870233,-117.42381137300453,-0.0,0.0,0.0,0.0,0.0,53.541440899279074,5.0,-117.42381137300453,5.0,0.41666666666666663,0.0
3155,0.0,68,40,128.18081549772126,-117.04692824779458,-0.0,0.0,0.0,0.0,0.0,53.433786387622916,5.0,-117.04692824779458,5.0,0.41666666666666663,0.0
3160,0.0,68,40,127.98765932643657,-116.67125476557277,-0.0,0.0,0.0,0.0,0.0,53.32647740357587,5.0,-116.67125476557277,5.0,0.41666666666666663,0.0
3165,0.025386447551999997,68,40,127.79512310864034,-116.29678704387246,-18.50124254369349,0.0,0.0,0.0,0.0,53.21951283813352,5.0,-134.79802958756594,5.0,0.41666666666666663,0.0
3170,0.36662917049999993,68,40,127.5726732615437,-115.86413967815443,-266.5165579585201,0.0,0.0,0.0,0.0,53.0959295897465,5.0,-382.38069763667454,5.0,0.41666666666666663,0.0
3175,0.0,68,40,126.9416512207747,-114.63685169746125,-0.0,0.0,0.0,0.0,0.0,52.745361789319276,5.0,-114.63685169746125,5.0,0.41666666666666663,0.0
3180,0.0,68,40,126.75247226756771,-114.26891358996168,-0.0,0.0,0.0,0.0,0.0,52.64026237087095,5.0,-114.26891358996168,5.0,0.41666666666666663,0.0
3185,0.0,68,40,126.56390050258153,-113.90215641554732,-0.0,0.0,0.0,0.0,0.0,52.53550027921196,5.0,-113.90215641554732,5.0,0.41666666666666663,0.0
3190,0.0,68,40,126.37593397698662,-113.53657638389873,-0.0,0.0,0.0,0.0,0.0,52.431074431659226,5.0,-113.53657638389873,5.0,0.41666666666666663,0.0
3195,0.0,68,40,126.18857074820835,-113.17216971686186,-0.0,0.0,0.0,0.0,0.0,52.32698374900464,5.0,-113.17216971686186,5.0,0.41666666666666663,0.0
3200,0.025386447551999997,68,40,126.00180887990703,-112.80893264840913,-18.12333383614722,0.0,0.0,0.0,0.0,52.223227155503906,5.0,-130.93226648455635,5.0,0.41666666666666663,0.0
3205,0.0,68,40,125.78573849112894,-112.38869282476065,-0.0,0.0,0.0,0.0,0.0,52.10318805062719,5.0,-112.38869282476065,5.0,0.41666666666666663,0.0
3210,0.0,68,40,125.60026955207432,-112.02797040147377,-0.0,0.0,0.0,0.0,0.0,52.0001497511524,5.0,-112.02797040147377,5.0,0.41666666666666663,0.0
3215,0.0,68,40,125.41539589358983,-111.66840575183285,-0.0,0.0,0.0,0.0,0.0,51.89744216310546,5.0,-111.66840575183285,5.0,0.41666666666666663,0.0
3220,0.0,68,40,125.23111560506466,-111.30999515985101,-0.0,0.0,0.0,0.0,0.0,51.79506422503592,5.0,-111.30999515985101,5.0,0.41666666666666663,0.0
3225,0.0,68,40,125.04742678202031,-110.95273492146809,-0.0,0.0,0.0,0.0,0.0,51.69301487890017,5.0,-110.95273492146809,5.0,0.41666666666666663,0.0
3230,0.0,68,40,124.86432752609089,-110.59662134451256,-0.0,0.0,0.0,0.0,0.0,51.59129307005049,5.0,-110.59662134451256,5.0,0.41666666666666663,0.0
3235,0.0,68,40,124.68181594500349,-110.24165074866316,-0.0,0.0,0.0,0.0,0.0,51.48989774722416,5.0,-110.24165074866316,5.0,0.41666666666666663,0.0
3240,0.0,68,40,124.49989015255865,-109.88781946541108,-0.0,0.0,0.0,0.0,0.0,51.38882786253258,5.0,-109.88781946541108,5.0,0.41666666666666663,0.0
3245,0.0,68,40,124.31854826861083,-109.53512383802193,-0.0,0.0,0.0,0.0,0.0,51.28808237145046,5.0,-109.53512383802193,5.0,0.41666666666666663,0.0
3250,0.0,68,40,124.13778841904899,-109.18356022149784,-0.0,0.0,0.0,0.0,0.0,51.187660232804994,5.0,-109.18356022149784,5.0,0.41666666666666663,0.0
3255,0.0,68,40,123.95760873577727,-108.83312498254011,-0.0,0.0,915.8414772997096,915.8414772997096,1.7187189733278556,51.08756040876515,5.0,807.0083523171695,158.5,13.208333333333332,532.8628423333333
3260,0.0,68,40,125.28937066974568,-111.42329665501016,-0.0,0.0,914.0358213338976,914.0358213338976,1.7153303790736472,51.82742814985871,5.0,802.6125246788874,158.5,13.208333333333332,532.8628423333332
